name,longitude,latitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
seaofazov,45.4941,36.6463,50,10,2365,35,wide,0,"[datetime.datetime(2025, 1, 20, 18, 50, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 7, 45, 1, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 18, 51, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 7, 45, 25, tzinfo=datetime.timezone.utc), '', '', '', '']"
caspiansea1,44.9028,47.9987,60,5,2360,30,wide,0,"[datetime.datetime(2025, 1, 21, 18, 18, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 12, 56, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 18, 18, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 13, 16, tzinfo=datetime.timezone.utc), '', '', '', '']"
caspiansea2,45.7185,50.1439,60,5,2350,30,wide,0,"[datetime.datetime(2025, 1, 22, 7, 12, 47, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 7, 12, 49, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
caspiansea3,38.5324,53.3624,60,5,2340,30,wide,0,"['', '', '', '', '', '']","['', '', '', '', '', '']"
northaustralia1,-13.6363,126.1688,60,5,2330,30,wide,0,"['', '', '', '', '', '']","['', '', '', '', '', '']"
northaustralia2,-15.6773,124.2246,60,5,2320,30,wide,0,"[datetime.datetime(2025, 1, 20, 13, 53, 38, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 20, 13, 53, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
igalikufjorden,60.81,-45.58,60,10,2310,25,wide,0,"[datetime.datetime(2025, 1, 21, 13, 56, 14, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 13, 56, 31, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
bredefjord,60.85,-46.61,60,1,2300,25,wide,0,"[datetime.datetime(2025, 1, 21, 13, 56, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 13, 56, 34, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
svalbardnyaalesund,78.96,11.95,60,1,2280,35,wide,0,"[datetime.datetime(2025, 1, 20, 17, 27, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 20, 19, 0, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 28, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 6, tzinfo=datetime.timezone.utc), '']","[datetime.datetime(2025, 1, 20, 17, 27, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 20, 19, 0, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 17, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 28, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 24, tzinfo=datetime.timezone.utc), '']"
svalbardeidembukta,78.38,12.30,60,1,2270,35,wide,0,"[datetime.datetime(2025, 1, 20, 17, 27, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 20, 19, 0, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 17, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 28, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 12, tzinfo=datetime.timezone.utc), '']","[datetime.datetime(2025, 1, 20, 17, 26, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 20, 19, 0, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 17, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 28, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 31, tzinfo=datetime.timezone.utc), '']"
vanmijenfjorden,77.80,15.60,60,1,2260,50,wide,0,"[datetime.datetime(2025, 1, 20, 17, 27, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 20, 18, 59, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 10, 44, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 17, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 27, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 15, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 20, 17, 26, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 20, 18, 59, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 10, 44, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 16, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 28, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 45, 26, tzinfo=datetime.timezone.utc)]"
alesund,62.67,5.98,60,1,2250,40,wide,0,"[datetime.datetime(2025, 1, 20, 20, 29, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 10, 48, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 7, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 10, 47, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 14, tzinfo=datetime.timezone.utc), '', '', '']"
bergen,60.3661,5.3218,60,1,2240,40,wide,0,"[datetime.datetime(2025, 1, 20, 20, 29, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 41, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 52, tzinfo=datetime.timezone.utc), '', '', '', '']"
roervik,65.00,10.50,60,1,2230,50,wide,0,"[datetime.datetime(2025, 1, 20, 20, 30, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 58, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 15, 17, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 58, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 15, 37, tzinfo=datetime.timezone.utc), '', '', '']"
skagerrak,58.45,10.08,60,1,2220,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 17, 9, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 59, tzinfo=datetime.timezone.utc), '', '', '', '']"
solbergstrand,59.62,10.65,60,1,2210,40,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 48, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 42, tzinfo=datetime.timezone.utc), '', '', '', '']"
fredrikstad,59.15,10.87,60,1,2200,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 17, 1, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 43, tzinfo=datetime.timezone.utc), '', '', '', '']"
ytrehvaler,59.02,10.80,60,1,2190,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 17, 3, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 44, tzinfo=datetime.timezone.utc), '', '', '', '']"
hardangerfjorden,60.18,6.05,60,1,2180,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 40, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 56, tzinfo=datetime.timezone.utc), '', '', '', '']"
vaeroeya,67.67,12.6,60,1,2170,35,wide,0,"[datetime.datetime(2025, 1, 21, 19, 58, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 14, 33, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 19, 58, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 14, 53, tzinfo=datetime.timezone.utc), '', '', '', '']"
vardoe,70.34,31.1,60,1,2160,35,wide,0,"[datetime.datetime(2025, 1, 21, 9, 12, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 25, 38, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 9, 12, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 25, 59, tzinfo=datetime.timezone.utc), '', '', '', '']"
andoeya,69.24,16.13,60,1,2150,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 14, 3, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 10, 14, 22, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
dutchwadden,53.08,5.05,60,1,2140,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 18, 28, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 10, 18, 44, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
osensjoen,61.22,11.86,60,1,2130,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 29, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 57, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 22, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 57, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 16, tzinfo=datetime.timezone.utc), '', '', '']"
storsjoen,60.36,11.67,60,1,2120,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 57, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 40, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 56, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 24, tzinfo=datetime.timezone.utc), '', '', '']"
boknafjorden,59.21,5.86,60,1,2110,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 53, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 17, 12, tzinfo=datetime.timezone.utc), '', '', '', '']"
hardangerjokul,60.56,7.25,60,1,2100,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 30, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 49, tzinfo=datetime.timezone.utc), '', '', '', '']"
hardangerjokul2,60.52,7.37,60,1,2090,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 30, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 50, tzinfo=datetime.timezone.utc), '', '', '', '']"
peteriisland,-68.83,-90.61,60,1,2080,30,wide,0,"[datetime.datetime(2025, 1, 20, 15, 2, 47, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 5, 17, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 14, 30, 41, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 15, 2, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 5, 18, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 14, 30, 59, tzinfo=datetime.timezone.utc), '', '', '']"
bouvet,-54.42,3.36,60,1,2070,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 34, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 13, 4, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 22, 34, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 12, 54, tzinfo=datetime.timezone.utc), '', '', '', '']"
bearisland,74.44,19.03,60,1,2060,30,wide,0,"[datetime.datetime(2025, 1, 20, 18, 58, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 10, 44, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 27, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 12, 46, tzinfo=datetime.timezone.utc), '', '']","[datetime.datetime(2025, 1, 20, 18, 59, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 10, 44, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 27, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 13, tzinfo=datetime.timezone.utc), '', '']"
janmayen,71.00,-8.40,60,1,2050,30,wide,0,"[datetime.datetime(2025, 1, 20, 20, 32, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 19, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 47, 33, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 20, 32, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 19, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 47, 50, tzinfo=datetime.timezone.utc), '', '', '']"
ytresogn,61.14,5.32,60,1,2040,35,quaternion,0,"[datetime.datetime(2025, 1, 20, 20, 29, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 31, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 29, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 39, tzinfo=datetime.timezone.utc), '', '', '', '']"
moby,20.80,-157.00,50,5,2030,30,wide,0,"[datetime.datetime(2025, 1, 21, 20, 22, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 16, 56, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 20, 22, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 17, 34, tzinfo=datetime.timezone.utc), '', '', '', '']"
palgrunden,58.76,13.15,50,5,2020,30,wide,0,"[datetime.datetime(2025, 1, 20, 20, 28, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 56, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 17, 14, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2025, 1, 20, 20, 28, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 56, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 16, 27, tzinfo=datetime.timezone.utc), '', '', '']"
gloria,45.16,29.38,50,5,2010,30,wide,0,"['', '', '', '', '', '']","['', '', '', '', '', '']"
erie,41.70,-82.70,50,5,2000,30,wide,0,"[datetime.datetime(2025, 1, 20, 16, 7, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 15, 35, 40, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 16, 7, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 15, 35, 29, tzinfo=datetime.timezone.utc), '', '', '', '']"
baotau,40.85,109.60,50,1,1990,30,wide,0,"[datetime.datetime(2025, 1, 20, 14, 8, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 3, 4, 19, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 14, 8, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 3, 5, 10, tzinfo=datetime.timezone.utc), '', '', '', '']"
greenbay,44.58,-87.95,50,5,1980,30,wide,0,"[datetime.datetime(2025, 1, 20, 16, 6, 30, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 20, 16, 7, 13, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
irbe,57.75,21.72,50,5,1970,40,wide,0,"[datetime.datetime(2025, 1, 21, 9, 15, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 55, 52, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 9, 16, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 56, 19, tzinfo=datetime.timezone.utc), '', '', '', '']"
thornton,51.53,2.96,50,5,1960,40,wide,0,"[datetime.datetime(2025, 1, 22, 10, 18, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 10, 19, 29, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
lacrau,43.10,6.00,50,5,1950,25,wide,0,"['', '', '', '', '', '']","['', '', '', '', '', '']"
rrvplaya,38.50,-115.69,50,1,1940,20,quaternion,0,"[datetime.datetime(2025, 1, 22, 5, 13, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 5, 14, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
gobabeb,-23.56,15.00,50,1,1930,20,wide,0,"[datetime.datetime(2025, 1, 21, 21, 8, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 21, 9, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
blanca,-39.15,-61.72,50,5,1920,30,wide,0,"[datetime.datetime(2025, 1, 21, 2, 18, 3, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 2, 18, 45, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
venice,45.30,12.50,50,5,1910,35,wide,0,"[datetime.datetime(2025, 1, 20, 20, 24, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 9, 19, 5, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 20, 25, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 9, 19, 13, tzinfo=datetime.timezone.utc), '', '', '', '']"
laplata,-34.8,-57.89,50,5,1900,30,wide,0,"[datetime.datetime(2025, 1, 21, 2, 19, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 2, 19, 24, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
berre,43.44,50.97,50,5,1890,30,wide,0,"[datetime.datetime(2025, 1, 21, 18, 18, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 13, 16, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 18, 18, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 13, 23, tzinfo=datetime.timezone.utc), '', '', '', '']"
magest,45.54,-1.04,50,5,1880,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 26, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 20, 24, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 21, 27, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 21, 4, tzinfo=datetime.timezone.utc), '', '', '', '']"
zeebrugge,51.36,31.18,50,5,1870,30,wide,0,"[datetime.datetime(2025, 1, 20, 18, 53, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 45, 3, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 18, 52, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 45, 3, tzinfo=datetime.timezone.utc), '', '', '', '']"
casablanca,40.72,1.36,50,5,1860,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 25, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 21, 31, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 21, 25, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 22, 11, tzinfo=datetime.timezone.utc), '', '', '', '']"
plocan,28.04,-15.39,50,5,1850,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 57, 46, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 10, 57, 22, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
ngomeni,-2.90,40.20,50,5,1840,30,wide,0,"['', '', '', '', '', '']","['', '', '', '', '', '']"
lucinda,-18.50,146.40,50,5,1830,30,wide,0,"[datetime.datetime(2025, 1, 21, 0, 12, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 0, 12, 9, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
kemigawa,35.60,140.00,50,5,1820,30,wide,0,"[datetime.datetime(2025, 1, 21, 12, 1, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 59, 43, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 12, 1, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 1, 0, 28, tzinfo=datetime.timezone.utc), '', '', '', '']"
ariake,33.10,130.30,50,5,1810,30,wide,0,"[datetime.datetime(2025, 1, 21, 1, 32, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 1, 44, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 1, 33, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 2, 18, tzinfo=datetime.timezone.utc), '', '', '', '']"
socheongcho,37.40,124.70,50,5,1800,30,wide,0,"[datetime.datetime(2025, 1, 22, 13, 3, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 13, 3, 35, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
buenosaires,-34.50,57.90,50,5,1790,30,wide,1,"[datetime.datetime(2025, 1, 20, 18, 29, 51, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 20, 18, 30, 31, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
wavescis,28.86,-90.48,50,5,1780,30,wide,0,"[datetime.datetime(2025, 1, 20, 16, 10, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 3, 37, 33, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 20, 16, 11, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 3, 38, 17, tzinfo=datetime.timezone.utc), '', '', '', '']"
hboi,27.51,-80.40,50,5,1770,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 38, 45, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 15, 39, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
lakeokeechobee,26.91,-80.80,50,5,1760,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 38, 53, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 15, 39, 32, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
cocobeach,28.41,-80.60,50,5,1750,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 38, 29, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 15, 39, 9, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
wilmington,33.50,-77.60,50,5,1740,30,wide,0,"[datetime.datetime(2025, 1, 21, 2, 37, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 15, 37, 22, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 2, 37, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 15, 37, 26, tzinfo=datetime.timezone.utc), '', '', '', '']"
virginiabeach,36.90,-75.70,50,5,1730,30,wide,0,"[datetime.datetime(2025, 1, 21, 2, 37, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 21, 2, 38, 36, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
annapolis,39.10,-76.30,50,5,1720,30,wide,0,"[datetime.datetime(2025, 1, 21, 2, 38, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 15, 35, 47, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2025, 1, 21, 2, 39, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 15, 36, 5, tzinfo=datetime.timezone.utc), '', '', '', '']"
longisland,41.00,-73.30,50,5,1710,30,wide,0,"[datetime.datetime(2025, 1, 22, 2, 7, 21, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 2, 7, 23, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
mvco,41.30,-70.60,50,5,1700,30,wide,0,"[datetime.datetime(2025, 1, 22, 2, 6, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2025, 1, 22, 2, 7, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
